DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
0.94,440.171272,0.00577,-0.00577,470.35369,0.00717,-0.00717,0.956,0.012,-0.012,12.217,0.701,-0.701,784.0,33.7,-33.7,5.97,1.16,-1.9,334.0,2.96,1.76,-1.73,38.0,1.0,6261.0,174.0,-174.0,4.001,0.28,-0.12,1.679,0.328,-0.533,286.59122,48.220268,13.014,1,1
1.0,1.796320953,5.89e-06,-5.89e-06,133.33662,0.00263,-0.00263,0.015,0.417,-0.015,1.9139,0.0852,-0.0852,211.0,10.9,-10.9,1.2,0.12,-0.1,1367.0,827.82,263.4,-179.06,22.1,1.0,5576.0,111.0,-111.0,4.503,0.075,-0.075,0.829,0.086,-0.065,290.67615,48.294289,15.587,1,2
1.0,29.88487723,3.07e-05,-3.07e-05,173.194404,0.000819,-0.000819,0.658,0.031,-0.454,4.5612,0.0413,-0.0413,1280.0,11.3,-11.3,2.81,0.12,-0.19,453.0,9.95,1.78,-1.98,128.3,1.0,4883.0,97.0,-97.0,4.549,0.06,-0.02,0.749,0.033,-0.051,286.52481,48.683601,13.34,1,2
1.0,13.81020318,2.97e-05,-2.97e-05,172.33533,0.00175,-0.00175,0.791,0.033,-0.543,3.048,0.0635,-0.0635,1310.0,31.5,-31.5,4.56,1.33,-0.88,833.0,113.75,99.51,-49.06,46.2,1.0,5942.0,176.0,-193.0,4.327,0.136,-0.187,1.142,0.333,-0.222,281.96063,43.70311,15.425,1,1
1.0,11.39169531,7.57e-05,-7.57e-05,141.55983,0.00547,-0.00547,0.849,0.096,-0.606,5.0,0.149,-0.149,51.0,3.1,-3.1,1.02,0.18,-0.23,886.0,145.67,71.74,-63.32,19.0,1.0,5557.0,122.0,-78.0,4.198,0.208,-0.112,1.249,0.212,-0.283,289.39474,41.782349,11.926,1,1
0.0,3.89043062,5.66e-05,-5.66e-05,132.7665,0.0134,-0.0134,0.025,0.442,-0.025,6.596,0.43,-0.43,195.0,16.1,-16.1,1.24,0.32,-0.17,1106.0,354.22,276.36,-121.36,14.4,1.0,5646.0,169.0,-169.0,4.449,0.112,-0.168,0.896,0.231,-0.124,296.71689,41.504978,15.204,0,0
0.0,121.5991278,0.000192,-0.000192,137.27469,0.00128,-0.00128,5.011,69.17,-1.954,15.1596,0.0581,-0.0581,10500.0,41.9,-41.9,379.63,107.0,-33.2,358.0,3.87,3.18,-1.01,297.0,1.0,6036.0,161.0,-179.0,4.551,0.036,-0.192,0.847,0.238,-0.074,294.54739,43.533691,14.6,0,0
0.0,18.936061,0.00143,-0.00143,139.0725,0.0509,-0.0509,0.285,0.156,-0.285,22.27,1.7,-1.7,24.3,1.9,-1.9,0.34,0.03,-0.01,516.0,16.7,3.82,-2.38,14.0,2.0,4947.0,98.0,-98.0,4.621,0.012,-0.051,0.714,0.047,-0.026,295.15051,46.772305,12.912,0,0
1.0,0.927859786,5.53e-07,-5.53e-07,133.905978,0.000535,-0.000535,0.795,0.078,-0.536,1.4279,0.0228,-0.0228,515.0,6.5,-6.5,1.79,0.16,-0.05,1361.0,813.3,221.1,-95.04,99.8,1.0,4815.0,76.0,-86.0,4.631,0.007,-0.06,0.699,0.065,-0.018,290.95755,49.203812,14.631,1,2
1.0,29.02235217,8.63e-05,-8.63e-05,198.37025,0.00242,-0.00242,0.902,0.008,-0.667,4.0263,0.087,-0.087,638.0,16.6,-16.6,2.55,0.66,-0.29,559.0,23.06,17.66,-6.75,41.4,3.0,5788.0,155.0,-155.0,4.524,0.06,-0.18,0.848,0.221,-0.095,291.9519,43.074711,14.338,1,2
1.0,3.42806306,1.99e-05,-1.99e-05,132.36268,0.00534,-0.00534,0.082,0.377,-0.082,2.417,0.144,-0.144,178.0,12.6,-12.6,1.21,0.14,-0.1,1131.0,386.14,138.06,-82.18,16.6,4.0,5559.0,110.0,-110.0,4.47,0.068,-0.102,0.914,0.11,-0.07,288.2341,40.520901,14.985,1,2
0.997,4.98792404,3.26e-05,-3.26e-05,133.6552,0.0061,-0.0061,0.069,0.382,-0.069,1.618,0.156,-0.156,346.0,39.5,-39.5,0.73,0.06,-0.08,485.0,13.07,3.5,-3.55,9.7,1.0,3606.0,57.0,-72.0,4.859,0.045,-0.036,0.395,0.036,-0.044,293.2811,38.082241,15.555,1,1
0.989,5.34182466,4.11e-05,-4.11e-05,136.3186,0.0064,-0.0064,0.07,0.38,-0.07,3.577,0.163,-0.163,70.5,4.1,-4.1,0.95,0.14,-0.17,1125.0,379.09,159.1,-140.91,19.2,1.0,5767.0,115.0,-104.0,4.287,0.162,-0.108,1.135,0.165,-0.202,288.66077,43.36808,13.455,1,2
1.0,119.0624882,0.000148,-0.000148,149.22223,0.00104,-0.00104,0.968,0.423,-0.045,3.1188,0.0589,-0.0589,5370.0,94.1,-94.1,10.4,2.82,-1.89,366.0,4.26,3.51,-1.74,71.6,1.0,5697.0,173.0,-173.0,4.392,0.171,-0.19,0.92,0.25,-0.167,287.88812,39.078709,15.289,1,1
0.733,15.0617835,0.000265,-0.000265,140.1111,0.016,-0.016,0.114,0.335,-0.114,6.31,0.299,-0.299,197.0,17.9,-17.9,1.61,0.27,-0.21,794.0,94.08,41.79,-26.28,12.1,2.0,5806.0,78.0,-78.0,4.321,0.115,-0.115,1.158,0.197,-0.148,283.79782,46.931,15.386,1,1
0.0,0.535493486,4.23e-06,-4.23e-06,131.743209,0.000375,-0.000375,0.566,0.446,-0.411,2.57,1.2,-1.2,54.0,220.0,-220.0,1.42,0.4,-0.5,3181.0,24045.87,20467.92,-15396.63,5.1,1.0,6328.0,177.0,-243.0,4.035,0.276,-0.161,1.864,0.536,-0.655,285.25192,48.286209,13.39,0,0
0.003,2.496328637,1.43e-07,-1.43e-07,132.2054088,4.81e-05,-4.81e-05,1.199,0.089,-0.023,2.73115,0.00138,-0.00138,20500.0,25.0,-25.0,112.28,20.7,-38.6,2317.0,6804.42,3622.42,-4229.97,1412.4,1.0,6757.0,150.0,-217.0,3.842,0.273,-0.117,2.615,0.483,-0.898,289.23157,45.164322,11.211,0,0
0.0,1.21374652,1.25e-05,-1.25e-05,131.735,0.0104,-0.0104,0.57,0.019,-0.471,3.371,0.227,-0.227,28.9,2.0,-2.0,0.59,0.13,-0.07,1880.0,2945.61,1994.43,-910.33,17.4,1.0,6238.0,156.0,-188.0,4.407,0.077,-0.154,1.049,0.244,-0.122,283.85147,47.24366,12.107,0,0
0.0,3.693951168,1.42e-06,-1.42e-06,133.61052,0.000316,-0.000316,0.917,2.903,-0.054,2.2534,0.0209,-0.0209,28300.0,192.0,-192.0,20.88,5.37,-1.92,1148.0,411.07,312.17,-114.7,173.2,1.0,5968.0,161.0,-197.0,4.534,0.044,-0.187,0.881,0.227,-0.081,294.90256,40.169979,15.286,0,0
1.0,8.95294046,8.73e-05,-8.73e-05,134.33731,0.00765,-0.00765,0.718,0.051,-0.507,2.995,0.229,-0.229,44.0,4.0,-4.0,0.86,0.14,-0.15,1012.0,247.66,111.75,-92.96,13.0,1.0,6047.0,120.0,-132.0,4.266,0.156,-0.104,1.207,0.191,-0.21,298.26816,41.251663,11.458,1,1
1.0,12.89623554,3.63e-05,-3.63e-05,136.82697,0.00233,-0.00233,0.973,0.278,-0.366,2.625,0.416,-0.416,427.0,23.8,-23.8,2.55,0.8,-0.27,783.0,89.02,82.57,-26.24,32.9,1.0,6072.0,169.0,-190.0,4.51,0.04,-0.216,0.923,0.29,-0.097,290.60745,48.357182,14.107,1,1
1.0,5.48711441,1.1e-05,-1.1e-05,356.0773,0.00145,-0.00145,0.812,0.033,-0.562,2.93,0.066,-0.066,1330.0,27.5,-27.5,3.24,0.21,-0.16,836.0,115.29,26.09,-19.15,51.9,1.0,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.787,0.051,-0.039,299.22433,40.343182,15.812,1,2
0.009,3.31577795,1.29e-05,-1.29e-05,131.53883,0.00249,-0.00249,0.633,0.021,-0.025,4.2349,0.0588,-0.0588,94600.0,1160.0,-1160.0,27.77,6.51,-3.27,1104.0,349.78,256.93,-111.66,124.6,1.0,5528.0,182.0,-182.0,4.516,0.063,-0.147,0.849,0.199,-0.1,290.32596,37.76152,17.772,0,0
0.0,6.282033445,1.36e-06,-1.36e-06,131.590793,0.000196,-0.000196,1.777,0.116,-0.101,8.3777,0.018,-0.018,182000.0,199.0,-199.0,144.85,43.9,-18.9,1029.0,264.78,243.93,-93.44,1178.0,1.0,6074.0,190.0,-233.0,4.45,0.084,-0.196,0.976,0.296,-0.127,295.61261,39.195709,14.118,0,0
0.912,1.001916708,6.4e-06,-6.4e-06,132.47033,0.00521,-0.00521,0.074,0.402,-0.074,1.256,0.188,-0.188,70.9,10.2,-10.2,0.62,0.1,-0.05,1545.0,1352.47,741.15,-323.45,8.3,1.0,5521.0,165.0,-148.0,4.613,0.037,-0.112,0.734,0.127,-0.058,297.69662,46.264679,14.985,1,1
0.0,1.574063832,1.84e-06,-1.84e-06,133.05514,0.00104,-0.00104,1.237,0.408,-0.142,5.6357,0.0508,-0.0508,1120.0,9.5,-9.5,28.63,7.38,-4.29,1619.0,1622.84,1232.03,-583.69,145.3,1.0,5951.0,160.0,-178.0,4.411,0.12,-0.18,0.962,0.248,-0.144,298.62164,42.39423,14.636,0,0
0.931,7.44136102,6.69e-05,-6.69e-05,137.74695,0.00672,-0.00672,0.862,0.062,-0.632,4.554,0.217,-0.217,79.7,6.4,-6.4,1.33,0.21,-0.22,1075.0,315.02,130.96,-105.29,14.2,2.0,5937.0,71.0,-79.0,4.251,0.137,-0.112,1.291,0.209,-0.209,284.56567,41.778481,13.701,1,2
1.0,92.461135,0.00106,-0.00106,211.1951,0.0121,-0.0121,0.083,0.358,-0.083,14.344,0.293,-0.293,122.0,6.4,-6.4,2.86,0.55,-0.55,564.0,23.91,11.96,-9.32,20.7,1.0,5132.0,69.0,-84.0,3.675,0.12,-0.132,2.648,0.51,-0.51,291.5072,39.323662,11.784,1,1
1.0,2.21571296,7.63e-06,-7.63e-06,131.82107,0.00298,-0.00298,0.796,0.122,-0.597,1.8211,0.0895,-0.0895,285.0,15.5,-15.5,1.7,0.36,-0.25,1283.0,638.56,444.48,-226.65,22.1,1.0,5417.0,188.0,-169.0,4.447,0.108,-0.162,0.901,0.195,-0.13,297.02008,43.432549,15.392,1,2
0.0,0.721624431,1.05e-07,-1.05e-07,131.859672,0.000121,-0.000121,0.855,0.04,-0.032,2.54242,0.00612,-0.00612,158000.0,241.0,-241.0,40.61,4.94,-4.03,1604.0,1560.97,647.76,-438.96,514.4,1.0,5067.0,151.0,-151.0,4.565,0.071,-0.065,0.715,0.087,-0.071,293.59467,42.143082,14.424,0,0
0.0,8.643550046,9.39e-07,-9.39e-07,139.8333977,8.57e-05,-8.57e-05,1.076,0.089,-0.08,3.1273,0.00459,-0.00459,67300.0,61.9,-61.9,38.21,7.98,-2.66,779.0,87.16,56.44,-20.5,849.3,1.0,5679.0,173.0,-173.0,4.605,0.036,-0.135,0.747,0.156,-0.052,297.85007,40.068722,15.414,0,0
0.0,18.52782408,5.6e-07,-5.6e-07,139.2576071,2.46e-05,-2.46e-05,0.171,0.036,-0.021,5.88678,0.00152,-0.00152,76200.0,16.2,-16.2,64.66,10.7,-23.1,1080.0,322.19,163.93,-202.77,5547.2,1.0,6154.0,165.0,-165.0,3.793,0.315,-0.105,2.321,0.383,-0.829,287.67276,42.059158,12.893,0,0
1.0,22.79020351,6.88e-05,-6.88e-05,138.68515,0.00257,-0.00257,0.036,0.415,-0.036,5.0394,0.079,-0.079,618.0,13.9,-13.9,2.57,0.36,-0.36,634.0,38.27,14.48,-11.44,47.7,1.0,5478.0,82.0,-74.0,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766,1,1
0.999,6.35705314,1.75e-05,-1.75e-05,135.47756,0.0023,-0.0023,0.023,0.434,-0.023,1.324,0.104,-0.104,272.0,20.8,-20.8,1.59,0.49,-0.17,990.0,227.07,213.35,-67.79,17.3,1.0,5982.0,180.0,-198.0,4.493,0.052,-0.221,0.96,0.3,-0.1,294.18561,38.108669,14.216,1,1
0.0,37.80694072,2.59e-06,-2.59e-06,153.8409531,5.61e-05,-5.61e-05,1.111,0.097,-0.13,3.84264,0.00293,-0.00293,106000.0,46.5,-46.5,72.01,22.6,-8.08,617.0,34.14,31.42,-10.62,1571.8,1.0,6387.0,172.0,-211.0,4.41,0.065,-0.208,1.105,0.347,-0.124,292.07166,42.076382,14.898,0,0
0.999,237.787237,0.000853,-0.000853,196.97103,0.00253,-0.00253,0.947,0.005,-0.004,10.509,0.166,-0.166,1630.0,30.2,-30.2,9.91,1.84,-4.28,354.0,3.73,1.9,-2.59,92.3,1.0,5185.0,93.0,-70.0,3.936,0.416,-0.104,1.853,0.343,-0.801,294.75769,46.83112,13.46,1,1
0.0,62.060783,0.00222,-0.00222,134.4944,0.035,-0.035,0.928,0.013,-0.653,28.203,0.777,-0.777,473.0,26.6,-26.6,2.11,0.5,-0.17,400.0,6.07,4.63,-1.57,19.9,1.0,5526.0,200.0,-183.0,4.578,0.045,-0.144,0.784,0.185,-0.062,287.24524,38.68808,15.745,0,0
0.955,10.08535311,6.22e-05,-6.22e-05,140.97143,0.00496,-0.00496,0.532,0.052,-0.432,1.75,0.149,-0.149,223.0,24.7,-24.7,1.45,0.46,-0.15,843.0,119.67,109.08,-35.6,10.7,1.0,5947.0,160.0,-196.0,4.487,0.054,-0.202,0.945,0.294,-0.098,285.41266,40.42577,14.889,1,1
0.0,8.42943991,5.44e-05,-5.44e-05,132.29198,0.00628,-0.00628,0.82,0.114,-0.597,2.441,0.145,-0.145,89.1,5.6,-5.6,1.19,0.28,-0.14,1029.0,265.39,174.19,-83.24,19.7,1.0,6353.0,144.0,-176.0,4.375,0.077,-0.143,1.132,0.261,-0.14,286.85983,46.625511,12.385,0,0
0.0,0.953734449,4.49e-07,-4.49e-07,132.413233,0.000384,-0.000384,1.262,2.453,-0.078,1.7616,0.0213,-0.0213,1240.0,11.7,-11.7,47.65,15.9,-17.5,2672.0,12038.6,15921.15,-10133.47,120.5,1.0,7332.0,506.0,-1519.0,4.265,0.215,-0.193,1.46,0.487,-0.536,294.48807,46.002289,12.771,0,0
0.985,142.545,0.00275,-0.00275,202.88,0.012,-0.012,0.015,0.451,-0.015,8.75,0.426,-0.426,905.0,68.1,-68.1,2.52,0.69,-0.23,318.0,2.42,2.01,-0.65,13.7,3.0,5642.0,169.0,-169.0,4.542,0.044,-0.176,0.846,0.233,-0.078,286.4527,42.657879,15.99,1,2
0.0,11.76921923,4.02e-05,-4.02e-05,138.41222,0.00284,-0.00284,0.964,0.005,-0.685,3.219,0.155,-0.155,519.0,21.3,-21.3,3.12,0.99,-0.39,868.0,134.04,124.72,-46.48,27.4,1.0,6215.0,172.0,-237.0,4.44,0.067,-0.216,1.052,0.332,-0.133,292.79404,40.074581,14.986,0,0
0.0,0.664727127,6.68e-06,-6.68e-06,131.63516,0.00806,-0.00806,0.382,0.116,-0.382,1.561,0.397,-0.397,16.2,3.3,-3.3,0.46,0.07,-0.05,2343.0,7149.67,3165.89,-1852.86,7.6,1.0,6143.0,83.0,-92.0,4.344,0.11,-0.121,1.116,0.189,-0.126,292.93295,40.986401,12.879,0,0
0.0,21.3779536,0.000316,-0.000316,157.8164,0.0164,-0.0164,0.0,0.056,0.0,24.872,0.241,-0.241,255000.0,3070.0,-3070.0,173.18,45.2,-24.4,1062.0,300.32,203.38,-87.62,101.9,1.0,4905.0,66.0,-51.0,3.3,0.135,-0.165,3.484,0.909,-0.49,293.65988,40.361942,19.065,0,0
0.0,1.288046428,9.27e-06,-9.27e-06,132.00088,0.00763,-0.00763,0.219,0.249,-0.219,3.637,0.171,-0.171,32.3,1.9,-1.9,2.18,0.48,-0.39,2945.0,17822.99,9957.03,-6335.25,20.3,1.0,5216.0,67.0,-62.0,3.287,0.143,-0.13,3.871,0.84,-0.688,291.05292,40.44767,12.479,0,0
0.972,16.473474,0.000158,-0.000158,142.68604,0.00756,-0.00756,0.014,0.443,-0.014,4.201,0.304,-0.304,471.0,43.1,-43.1,1.63,0.22,-0.2,612.0,33.22,16.14,-10.57,13.0,1.0,5364.0,194.0,-162.0,4.529,0.108,-0.081,0.754,0.102,-0.092,295.56357,39.417599,15.889,1,2
1.0,15.22895514,2.09e-05,-2.09e-05,176.56001,0.0011,-0.0011,0.777,0.086,-0.548,2.5967,0.0414,-0.0414,1120.0,19.9,-19.9,3.0,0.64,-0.28,639.0,39.4,26.14,-10.67,63.8,1.0,5456.0,164.0,-164.0,4.562,0.045,-0.135,0.812,0.175,-0.075,292.16278,41.023239,14.769,1,2
0.0,0.533000886,7.9e-08,-7.9e-08,131.735703,0.000131,-0.000131,1.271,0.948,-0.037,1.54684,0.00536,-0.00536,4400.0,8.4,-8.4,40.94,11.9,-7.93,2429.0,8170.3,6962.36,-3466.79,327.4,1.0,5934.0,160.0,-178.0,4.331,0.167,-0.185,1.064,0.309,-0.206,281.65961,43.587891,15.042,0,0
0.0,4.532416322,5.76e-06,-5.76e-06,135.6589,0.00148,-0.00148,1.183,0.39,-0.168,3.2864,0.0246,-0.0246,35000.0,235.0,-235.0,62.25,20.6,-11.1,1328.0,735.27,719.81,-310.71,175.6,1.0,6306.0,177.0,-243.0,4.283,0.132,-0.198,1.281,0.424,-0.228,293.08649,39.801788,16.028,0,0
0.998,235.9986399,0.000277,-0.000277,208.399822,0.000898,-0.000898,0.778,0.006,-0.008,8.2284,0.0606,-0.0606,20700.0,91.7,-91.7,10.59,0.35,-0.52,188.0,0.29,0.05,-0.04,271.8,1.0,4245.0,85.0,-85.0,4.627,0.03,-0.018,0.657,0.022,-0.032,293.00797,42.307201,15.172,1,1
0.994,6.790120801,1.91e-06,-1.91e-06,138.088199,0.000231,-0.000231,0.486,0.051,-0.095,6.0437,0.0285,-0.0285,2300.0,5.7,-5.7,9.86,0.72,-0.36,1434.0,998.97,206.95,-122.3,526.1,1.0,6372.0,76.0,-89.0,3.954,0.02,-0.02,2.001,0.146,-0.073,287.70883,47.33305,12.128,1,2
1.0,0.962864171,2.11e-06,-2.11e-06,132.12548,0.00181,-0.00181,0.736,0.019,-0.532,1.6802,0.0562,-0.0562,304.0,11.3,-11.3,1.52,0.36,-0.15,1666.0,1828.67,1338.03,-519.18,31.6,1.0,5704.0,169.0,-186.0,4.575,0.04,-0.16,0.804,0.194,-0.077,293.20453,45.435398,15.81,1,2
0.0,0.938074536,1.66e-06,-1.66e-06,132.26984,0.00155,-0.00155,1.196,3.516,-0.108,1.9618,0.0863,-0.0863,576.0,19.9,-19.9,417.01,96.6,-179.0,5718.0,251840.36,169644.02,-177874.17,36.1,2.0,4697.0,117.0,-117.0,2.204,0.331,-0.178,17.032,3.944,-7.324,297.70847,40.30759,13.094,0,0
0.989,71.3116598,0.000487,-0.000487,132.39239,0.00391,-0.00391,0.035,0.354,-0.035,8.813,0.136,-0.136,2140.0,52.0,-52.0,4.94,1.5,-0.59,475.0,12.01,11.06,-4.37,43.4,1.0,6194.0,196.0,-295.0,4.445,0.052,-0.195,1.069,0.323,-0.129,295.8093,40.008511,15.674,1,2
0.989,2.832647249,8.33e-06,-8.33e-06,131.82642,0.00234,-0.00234,0.374,0.067,-0.374,2.306,0.0689,-0.0689,115.0,4.7,-4.7,1.37,0.23,-0.22,1453.0,1054.98,476.22,-372.7,27.5,1.0,5865.0,105.0,-117.0,4.266,0.132,-0.12,1.272,0.207,-0.207,288.14478,51.27562,13.467,1,2
0.0,7.87173698,8.99e-05,-8.99e-05,132.35405,0.00908,-0.00908,0.001,0.453,-0.001,2.619,0.334,-0.334,34.7,3.6,-3.6,0.54,0.12,-0.08,862.0,130.96,85.27,-48.71,10.8,1.0,5428.0,147.0,-147.0,4.404,0.145,-0.145,0.94,0.205,-0.153,299.14111,41.185001,11.237,0,0
0.024,37.6259039,0.000422,-0.000422,167.22072,0.00715,-0.00715,0.49,0.444,-0.285,3.91,0.256,-0.256,411.0,41.7,-41.7,1.81,0.48,-0.17,519.0,17.13,13.14,-4.56,11.7,1.0,5874.0,141.0,-177.0,4.542,0.034,-0.184,0.871,0.233,-0.078,285.45917,49.661942,15.013,1,1
1.0,40.6992062,0.000169,-0.000169,172.57123,0.00301,-0.00301,0.854,0.053,-0.608,7.074,0.111,-0.111,430.0,12.4,-12.4,3.2,0.86,-0.85,685.0,52.05,40.82,-27.53,38.5,1.0,6419.0,175.0,-213.0,4.175,0.24,-0.16,1.362,0.362,-0.362,292.10428,39.76791,13.949,1,2
0.0,0.711966971,1.12e-07,-1.12e-07,134.223486,0.00013,-0.00013,1.268,0.591,-0.066,2.0221,0.00774,-0.00774,6230.0,19.4,-19.4,33.34,6.95,-4.66,1855.0,2808.98,1855.16,-965.16,392.2,1.0,5486.0,179.0,-162.0,4.47,0.13,-0.159,0.83,0.173,-0.116,295.73193,39.587521,15.469,0,0
1.0,11.52482874,4.49e-05,-4.49e-05,134.08163,0.00323,-0.00323,1.205,72.7,-8.211,1.724,0.183,-0.183,578.0,46.7,-46.7,22.56,5.38,-2.91,756.0,77.15,56.23,-24.72,16.2,1.0,5592.0,169.0,-152.0,4.472,0.091,-0.169,0.892,0.213,-0.115,296.40448,44.367458,15.595,0,0
0.0,1.168310132,1.03e-06,-1.03e-06,170.604205,0.00067,-0.00067,0.107,0.363,-0.107,1.31,0.0265,-0.0265,283.0,5.5,-5.5,1.43,0.31,-0.19,1577.0,1469.16,976.6,-479.58,64.7,1.0,5509.0,166.0,-149.0,4.487,0.092,-0.138,0.857,0.185,-0.114,291.12799,38.914688,13.831,0,0
1.0,7.0556584,2.13e-05,-2.13e-05,181.91205,0.00253,-0.00253,0.301,0.135,-0.301,3.0479,0.068,-0.068,706.0,23.4,-23.4,2.13,0.15,-0.13,808.0,100.88,25.15,-18.78,32.1,1.0,5296.0,106.0,-106.0,4.538,0.044,-0.061,0.808,0.06,-0.049,295.76614,42.424278,15.956,1,2
0.995,124.827797,0.00126,-0.00126,208.79191,0.00603,-0.00603,0.096,0.362,-0.096,6.479,0.218,-0.218,648.0,43.1,-43.1,2.57,0.46,-0.38,350.0,3.56,1.71,-1.12,17.1,1.0,5349.0,80.0,-80.0,4.353,0.14,-0.14,1.032,0.186,-0.152,287.47122,46.080662,15.259,1,2
0.945,13.8086331,0.000239,-0.000239,141.604,0.0165,-0.0165,0.029,0.426,-0.029,3.613,0.428,-0.428,207.0,27.0,-27.0,1.09,0.19,-0.11,659.0,44.5,25.22,-12.38,9.0,1.0,5515.0,165.0,-165.0,4.568,0.056,-0.112,0.761,0.137,-0.074,289.62292,44.104431,15.567,1,1
0.0,7.002865192,1.37e-07,-1.37e-07,136.013297,1.61e-05,-1.61e-05,0.358,0.003,0.0,5.90232,0.00127,-0.00127,350000.0,31.8,-31.8,75.09,27.5,-7.35,1197.0,486.09,513.04,-147.88,8168.6,1.0,6818.0,167.0,-262.0,4.357,0.056,-0.224,1.216,0.445,-0.119,288.36362,42.24807,13.934,0,0
0.0,0.787120016,1.79e-06,-1.79e-06,131.73939,0.0019,-0.0019,1.263,0.668,-0.034,3.1648,0.0946,-0.0946,266.0,7.3,-7.3,23.81,2.81,-3.12,1972.0,3579.78,1514.49,-1214.25,43.3,1.0,6112.0,201.0,-201.0,4.481,0.15,-0.1,0.787,0.093,-0.103,295.2811,40.132858,14.964,0,0
0.0,0.905675699,9.01e-06,-9.01e-06,132.20066,0.00846,-0.00846,0.008,0.45,-0.008,1.701,0.264,-0.264,73.2,11.0,-11.0,0.77,0.23,-0.08,1780.0,2374.98,2162.04,-696.89,10.2,1.0,5730.0,173.0,-190.0,4.518,0.048,-0.204,0.903,0.273,-0.091,289.297,41.285488,15.384,0,0
0.934,140.251943,0.00168,-0.00168,175.137,0.0103,-0.0103,0.323,0.139,-0.323,6.576,0.327,-0.327,568.0,54.8,-54.8,1.84,0.05,-0.12,271.0,1.28,0.17,-0.24,11.9,1.0,4821.0,76.0,-86.0,4.529,0.064,-0.016,0.788,0.023,-0.051,296.45776,41.266022,15.429,1,2
1.0,2.853133997,4.36e-06,-4.36e-06,133.79678,0.00129,-0.00129,0.698,0.016,-0.503,1.465,0.0434,-0.0434,277.0,8.3,-8.3,1.36,0.1,-0.06,1016.0,251.77,58.05,-41.3,39.7,2.0,5041.0,100.0,-100.0,4.576,0.028,-0.048,0.766,0.051,-0.037,296.86099,41.09734,13.999,1,2
0.483,44.6996563,0.000115,-0.000115,174.82144,0.00194,-0.00194,0.472,0.021,-0.431,6.2289,0.071,-0.071,838.0,12.3,-12.3,3.05,0.47,-0.32,500.0,14.81,6.52,-3.89,71.3,1.0,5497.0,109.0,-109.0,4.394,0.09,-0.11,1.046,0.161,-0.111,295.41281,46.266472,13.967,1,2
0.0,1.332566763,9.15e-06,-9.15e-06,132.04547,0.00661,-0.00661,0.474,0.003,-0.465,4.001,0.178,-0.178,385.0,25.1,-25.1,1.49,0.2,-0.13,1318.0,713.45,349.28,-196.81,18.2,1.0,5134.0,179.0,-179.0,4.599,0.033,-0.083,0.752,0.105,-0.065,294.30887,46.413052,16.49,0,0
0.931,3.4327371,2.77e-05,-2.77e-05,132.92055,0.00703,-0.00703,0.703,0.255,-0.506,4.001,0.2,-0.2,63.2,4.7,-4.7,0.75,0.22,-0.07,1134.0,390.57,329.66,-102.03,15.3,1.0,5757.0,138.0,-156.0,4.536,0.036,-0.204,0.881,0.26,-0.081,288.57358,51.472752,13.583,1,2
0.016,0.379412331,3e-06,-3e-06,131.61159,0.00855,-0.00855,0.243,0.216,-0.243,1.561,0.108,-0.108,594.0,38.4,-38.4,1.59,0.09,-0.14,1643.0,1724.34,504.35,-483.07,20.2,1.0,4331.0,151.0,-166.0,4.62,0.042,-0.025,0.666,0.041,-0.055,289.87915,46.322498,14.785,0,0
0.0,0.589753355,1.7e-06,-1.7e-06,131.83147,0.0024,-0.0024,0.318,0.15,-0.318,0.606,0.195,-0.195,216.0,21.6,-21.6,1.03,0.17,-0.07,1760.0,2262.14,1161.09,-522.78,12.4,1.0,5414.0,163.0,-163.0,4.648,0.03,-0.096,0.678,0.108,-0.046,289.33759,51.20903,15.832,0,0
1.0,6.51112385,1.05e-05,-1.05e-05,131.70646,0.00139,-0.00139,0.882,0.019,-0.663,1.6919,0.0395,-0.0395,695.0,21.3,-21.3,3.09,1.03,-0.34,1008.0,243.67,246.25,-79.01,38.4,1.0,6032.0,190.0,-232.0,4.465,0.056,-0.21,1.001,0.333,-0.111,288.0119,46.117611,15.214,1,2
