DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
1.0,165.739861,0.000177,-0.000177,214.039466,0.000844,-0.000844,0.263,0.056,-0.114,24.9393,0.0747,-0.0747,7340.0,15.8,-15.8,57.54,3.59,-10.0,692.0,54.1,9.47,-20.16,527.8,1.0,5019.0,51.0,-103.0,2.99,0.018,-0.016,6.836,0.426,-1.192,298.94815,41.812149,12.263,0,0
1.0,3.08942807,3.35e-05,-3.35e-05,134.1999,0.0101,-0.0101,0.65,0.313,-0.424,3.214,0.3,-0.3,85.3,7.9,-7.9,1.07,0.17,-0.06,1361.0,808.76,334.72,-127.9,13.2,1.0,6137.0,80.0,-86.0,4.418,0.028,-0.105,1.103,0.175,-0.062,293.43079,46.692089,14.829,1,1
0.0,0.996023763,6.77e-06,-6.77e-06,132.16613,0.00564,-0.00564,1.147,0.341,-0.163,5.412,0.461,-0.461,98.3,5.9,-5.9,18.36,5.97,-2.56,1991.0,3727.96,3683.65,-1333.18,21.3,1.0,6110.0,193.0,-214.0,4.387,0.09,-0.21,1.077,0.35,-0.15,298.56668,40.128239,14.705,0,0
1.0,3.162692075,3.02e-06,-3.02e-06,169.64186,0.000771,-0.000771,0.716,0.018,-0.508,1.9529,0.0263,-0.0263,504.0,7.6,-7.6,2.61,0.39,-0.35,1308.0,692.32,286.81,-214.24,75.4,1.0,5821.0,105.0,-117.0,4.355,0.121,-0.11,1.085,0.16,-0.146,297.09,41.388031,13.989,1,2
0.0,3.1748772,0.000123,-0.000123,133.7621,0.0537,-0.0537,0.94,0.003,-0.004,7.089,0.1,-0.1,1740.0,23.6,-23.6,8.8,4.48,-4.03,1410.0,933.1,1538.16,-695.11,98.6,1.0,5116.0,197.0,-179.0,3.994,0.581,-0.29,1.619,0.824,-0.741,286.69333,43.869961,14.395,0,0
1.0,14.8877665,7.76e-05,-7.76e-05,141.95432,0.00449,-0.00449,0.795,0.134,-0.576,4.981,0.131,-0.131,253.0,10.2,-10.2,1.96,0.6,-0.33,831.0,112.85,101.75,-44.05,28.4,1.0,6143.0,164.0,-200.0,4.344,0.132,-0.198,1.116,0.344,-0.185,289.06485,50.460972,13.914,1,2
0.083,264.63654,0.0167,-0.0167,190.9169,0.0267,-0.0267,1.247,6.842,-0.188,42.77,3.3,-3.3,432.0,21.1,-21.1,42.55,7.17,-6.43,376.0,4.75,2.02,-1.5,28.2,1.0,6564.0,72.0,-85.0,4.198,0.126,-0.115,1.461,0.246,-0.221,293.60757,48.658379,13.328,0,0
1.0,1.022678654,2.71e-06,-2.71e-06,133.45422,0.00223,-0.00223,0.019,0.45,-0.019,1.3712,0.0727,-0.0727,129.0,7.2,-7.2,1.14,0.13,-0.16,1734.0,2138.47,685.73,-647.56,21.6,1.0,5366.0,80.0,-72.0,4.363,0.138,-0.08,1.02,0.118,-0.145,296.68045,41.38652,14.803,1,2
0.0,0.687004402,3.11e-06,-3.11e-06,131.86316,0.00378,-0.00378,0.689,0.061,-0.429,3.829,0.163,-0.163,93.7,2.8,-2.8,2.89,0.56,-1.67,3535.0,36888.8,23120.69,-31195.46,45.0,3.0,6240.0,212.0,-212.0,3.684,0.629,-0.111,2.803,0.541,-1.623,299.62277,45.364079,13.316,0,0
1.0,4.822969318,5.51e-06,-5.51e-06,134.43535,0.000888,-0.000888,0.891,0.043,-0.631,0.8752,0.034,-0.034,332.0,12.5,-12.5,2.22,0.35,-0.12,1060.0,297.73,130.79,-55.07,36.0,2.0,5736.0,103.0,-125.0,4.467,0.03,-0.12,1.008,0.159,-0.057,290.82419,44.647179,13.648,1,2
0.943,4.15736472,3.94e-05,-3.94e-05,132.85855,0.00905,-0.00905,0.226,0.238,-0.226,2.217,0.207,-0.207,201.0,21.4,-21.4,1.09,0.14,-0.1,931.0,178.03,75.44,-47.95,11.2,1.0,5183.0,154.0,-154.0,4.558,0.045,-0.078,0.782,0.098,-0.072,286.40033,48.521961,15.517,1,1
0.0,1.583334941,5.59e-07,-5.59e-07,132.377894,0.00029,-0.00029,0.781,0.22,-0.039,4.4854,0.0191,-0.0191,177000.0,565.0,-565.0,52.0,15.5,-6.6,1548.0,1362.14,1216.03,-453.76,368.8,1.0,5846.0,175.0,-192.0,4.472,0.065,-0.195,0.953,0.283,-0.121,286.78952,45.271381,14.932,0,0
0.0,2.44199803,1.07e-05,-1.07e-05,134.57095,0.00371,-0.00371,0.856,0.135,-0.855,2.759,0.534,-0.534,252.0,19.4,-19.4,1.44,0.35,-0.12,1282.0,638.05,459.75,-161.64,27.2,1.0,5970.0,161.0,-179.0,4.564,0.044,-0.176,0.796,0.194,-0.065,292.85965,44.200642,15.282,0,0
0.0,119.682075,0.00282,-0.00282,176.0877,0.0196,-0.0196,1.259,6.738,-0.068,31.28,1.0,-1.0,1700.0,52.1,-52.1,30.39,8.57,-2.87,351.0,3.59,3.01,-1.0,38.1,1.0,5778.0,162.0,-182.0,4.531,0.035,-0.196,0.911,0.257,-0.086,291.20081,38.747849,15.903,0,0
0.0,12.71871149,1.82e-06,-1.82e-06,172.995345,0.000115,-0.000115,1.588,2.586,-0.132,2.48998,0.00805,-0.00805,8380.0,18.5,-18.5,120.02,30.6,-45.9,1042.0,279.33,225.15,-186.8,550.2,1.0,6120.0,213.0,-213.0,4.036,0.378,-0.162,1.596,0.407,-0.61,293.91364,45.189793,13.816,0,0
0.0,0.607191908,2.7e-08,-2.7e-08,132.0195301,3.66e-05,-3.66e-05,0.917,0.036,-0.026,1.30166,0.00885,-0.00885,17400.0,29.3,-29.3,12.44,1.18,-1.06,1759.0,2251.28,821.86,-601.47,961.9,1.0,5370.0,176.0,-176.0,4.598,0.078,-0.052,0.671,0.064,-0.057,293.99124,40.18964,15.428,0,0
0.978,3.07551068,1.92e-05,-1.92e-05,134.46857,0.00536,-0.00536,0.005,0.465,-0.005,1.683,0.175,-0.175,46.1,5.9,-5.9,0.84,0.13,-0.14,1389.0,879.95,371.75,-293.44,10.1,1.0,5763.0,78.0,-78.0,4.256,0.143,-0.117,1.242,0.2,-0.2,282.84103,44.049728,13.359,1,1
0.103,508.807642,0.00527,-0.00527,368.34861,0.00643,-0.00643,0.016,0.444,-0.016,4.495,0.242,-0.242,2130.0,162.0,-162.0,39.59,10.0,-1.11,595.0,29.54,21.74,-4.11,14.8,1.0,4893.0,124.0,-112.0,2.454,0.033,-0.03,8.811,2.232,-0.248,290.70056,39.799679,15.635,0,0
0.001,10.26231992,7.43e-05,-7.43e-05,133.20719,0.00582,-0.00582,0.945,0.004,-0.674,3.568,0.157,-0.157,814.0,53.1,-53.1,1.98,0.18,-0.2,509.0,15.89,5.78,-4.93,17.3,1.0,4316.0,150.0,-165.0,4.709,0.06,-0.035,0.54,0.049,-0.055,298.46799,40.516678,13.259,0,0
0.0,22.26480657,5.42e-06,-5.42e-06,173.103028,0.000196,-0.000196,0.75,0.002,-0.002,8.7941,0.0137,-0.0137,19400.0,28.4,-28.4,12.34,3.3,-1.11,585.0,27.79,22.46,-7.13,873.4,1.0,5681.0,169.0,-152.0,4.566,0.042,-0.179,0.813,0.218,-0.073,288.6925,49.72353,14.626,0,0
0.998,2.44358543,1.45e-05,-1.45e-05,132.80194,0.0048,-0.0048,0.258,0.19,-0.258,1.852,0.142,-0.142,59.1,6.1,-6.1,0.67,0.07,-0.05,1249.0,574.37,196.22,-121.6,11.9,1.0,5561.0,111.0,-111.0,4.486,0.072,-0.08,0.873,0.099,-0.066,284.45947,40.142559,13.348,1,2
1.0,11.97884409,5.75e-05,-5.75e-05,178.96957,0.00379,-0.00379,0.073,0.398,-0.073,3.751,0.119,-0.119,708.0,27.5,-27.5,2.11,0.15,-0.13,678.0,49.87,12.44,-9.28,27.8,2.0,5296.0,106.0,-106.0,4.538,0.044,-0.061,0.808,0.06,-0.049,295.76614,42.424278,15.956,1,2
0.999,17.3731821,0.000183,-0.000183,138.28747,0.00853,-0.00853,0.227,0.228,-0.227,3.36,0.263,-0.263,71.7,6.3,-6.3,1.31,0.25,-0.25,901.0,155.73,80.66,-62.02,14.0,1.0,6180.0,111.0,-136.0,4.155,0.162,-0.122,1.54,0.291,-0.291,294.20984,46.479969,12.677,1,1
1.0,2.940304817,4.74e-06,-4.74e-06,169.90496,0.00125,-0.00125,0.825,0.003,-0.62,2.7226,0.0368,-0.0368,472.0,10.0,-10.0,2.59,0.38,-0.27,1256.0,588.66,245.83,-153.26,51.8,1.0,5527.0,111.0,-111.0,4.376,0.099,-0.11,1.054,0.152,-0.11,283.36841,41.821861,14.532,1,2
0.795,21.7203362,0.000309,-0.000309,134.7659,0.0129,-0.0129,0.311,0.15,-0.311,4.252,0.37,-0.37,87.8,8.1,-8.1,0.8,0.08,-0.07,594.0,29.45,9.41,-6.38,12.0,5.0,5528.0,110.0,-110.0,4.499,0.063,-0.077,0.853,0.089,-0.067,283.00296,44.284229,13.404,1,1
0.005,402.41511,0.0115,-0.0115,512.3896,0.0172,-0.0172,0.281,0.172,-0.281,5.156,0.368,-0.368,781.0,76.9,-76.9,2.52,0.78,-0.2,253.0,0.96,0.88,-0.23,9.5,1.0,6251.0,169.0,-187.0,4.53,0.039,-0.221,0.889,0.277,-0.069,292.04956,42.870251,12.987,0,0
0.001,36.0054414,0.000318,-0.000318,144.34331,0.00694,-0.00694,0.745,0.056,-0.522,3.262,0.296,-0.296,118.0,10.4,-10.4,3.33,0.54,-1.1,1024.0,259.71,128.63,-158.73,14.6,1.0,7048.0,172.0,-246.0,3.797,0.252,-0.108,2.838,0.469,-0.938,300.66025,45.853519,12.477,0,0
1.0,3.696121272,2.39e-06,-2.39e-06,134.5014,0.00054,-0.00054,0.016,0.371,-0.016,2.463,0.0181,-0.0181,383.0,3.3,-3.3,1.78,0.19,-0.16,1095.0,340.33,112.79,-80.17,130.0,2.0,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498,1,2
1.0,2.090811305,9.57e-06,-9.57e-06,134.17462,0.00398,-0.00398,0.746,0.053,-0.521,3.388,0.106,-0.106,116.0,6.4,-6.4,1.62,0.28,-0.32,1642.0,1718.04,847.46,-675.28,19.9,5.0,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084,1,2
1.0,5.370639542,6.67e-06,-6.67e-06,172.23815,0.000955,-0.000955,0.667,0.264,-0.452,2.1121,0.0362,-0.0362,491.0,9.2,-9.2,2.54,0.38,-0.34,1096.0,341.68,141.56,-105.73,58.8,2.0,5821.0,105.0,-117.0,4.355,0.121,-0.11,1.085,0.16,-0.146,297.09,41.388031,13.989,1,2
0.995,198.088873,0.00249,-0.00249,319.73002,0.00815,-0.00815,0.633,0.304,-0.409,7.955,0.307,-0.307,1030.0,65.9,-65.9,3.24,0.34,-0.38,288.0,1.63,0.5,-0.43,18.0,1.0,5275.0,86.0,-79.0,4.397,0.12,-0.08,0.969,0.102,-0.113,286.57617,41.741459,15.717,1,2
0.318,382.30306,0.031,-0.031,356.7308,0.0324,-0.0324,0.597,0.0,-0.487,8.83,5.5,-5.5,226.0,20.9,-20.9,4.05,0.69,-1.49,400.0,6.04,3.25,-3.9,9.6,1.0,5993.0,178.0,-178.0,3.733,0.323,-0.108,2.59,0.439,-0.951,285.36993,40.907429,13.104,1,1
0.0,10.84528655,3.6e-06,-3.6e-06,138.334343,0.000271,-0.000271,1.307,0.034,-0.117,4.3876,0.0138,-0.0138,7470.0,21.7,-21.7,319.52,80.4,-121.0,1682.0,1893.11,1197.77,-1234.69,416.1,1.0,5096.0,53.0,-136.0,3.094,0.224,-0.096,7.023,1.767,-2.651,298.99789,40.314751,12.923,0,0
1.0,24.8056775,0.000103,-0.000103,145.07526,0.00319,-0.00319,0.007,0.415,-0.007,6.148,0.102,-0.102,624.0,16.5,-16.5,2.16,0.22,-0.22,588.0,28.22,8.8,-6.99,39.4,2.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204,1,2
1.0,4.150297119,7.67e-06,-7.67e-06,134.9355,0.00149,-0.00149,0.971,0.025,-0.698,1.2058,0.0801,-0.0801,593.0,30.6,-30.6,3.03,0.26,-0.16,981.0,218.44,54.89,-33.37,24.2,1.0,5290.0,84.0,-73.0,4.519,0.039,-0.072,0.858,0.072,-0.046,282.14923,43.37859,14.854,0,0
0.0,0.847588864,3.33e-06,-3.33e-06,131.55971,0.00278,-0.00278,0.507,0.046,-0.428,2.246,0.11,-0.11,67.1,3.8,-3.8,0.91,0.29,-0.1,2144.0,5000.82,4648.42,-1516.33,21.3,1.0,6335.0,150.0,-206.0,4.427,0.056,-0.224,1.072,0.349,-0.116,296.12457,49.726669,14.263,0,0
1.0,18.01164974,5.12e-05,-5.12e-05,185.09162,0.00238,-0.00238,0.924,0.041,-0.669,6.7367,0.0596,-0.0596,108.0,2.1,-2.1,1.83,0.07,-0.11,900.0,155.37,23.54,-27.37,60.8,1.0,6477.0,103.0,-116.0,4.224,0.033,-0.027,1.459,0.058,-0.086,287.34573,43.378391,10.927,1,1
0.771,384.847556,0.00711,-0.00711,314.97,0.0152,-0.0152,0.059,0.387,-0.059,9.969,0.441,-0.441,190.0,17.6,-17.6,1.09,0.2,-0.1,220.0,0.56,0.32,-0.15,12.3,1.0,5579.0,150.0,-150.0,4.58,0.034,-0.127,0.798,0.15,-0.075,296.00369,44.277561,13.426,1,2
0.0,119.669671,0.00683,-0.00683,176.1667,0.0556,-0.0556,0.332,0.141,-0.332,20.67,1.2,-1.2,422.0,32.6,-32.6,2.21,0.63,-0.26,413.0,6.88,5.8,-2.21,14.2,1.0,6382.0,169.0,-226.0,4.432,0.06,-0.18,1.059,0.305,-0.122,291.12909,38.740528,15.493,0,0
0.0,0.692693892,2.06e-07,-2.06e-07,131.804922,0.000249,-0.000249,1.265,1.218,-0.172,1.2804,0.0125,-0.0125,1430.0,8.1,-8.1,32.44,10.5,-3.5,2050.0,4160.84,4037.6,-1297.75,146.7,1.0,5907.0,176.0,-211.0,4.49,0.054,-0.216,0.964,0.312,-0.104,295.56525,49.073139,15.417,0,0
0.0,12.89301802,5.27e-06,-5.27e-06,141.611199,0.000433,-0.000433,1.241,0.317,-0.173,3.30029,0.00976,-0.00976,16000.0,42.6,-42.6,62.52,17.9,-14.6,1004.0,240.5,203.95,-118.29,453.0,1.0,6387.0,181.0,-227.0,4.178,0.214,-0.175,1.408,0.402,-0.329,294.16989,46.425289,15.517,0,0
0.001,0.98762513,3.85e-06,-3.85e-06,131.97212,0.00294,-0.00294,0.547,0.415,-0.353,1.127,0.101,-0.101,28.6,2.3,-2.3,1.14,0.42,-0.28,3728.0,45704.5,51313.06,-24322.84,14.8,1.0,9456.0,301.0,-451.0,4.172,0.136,-0.204,2.022,0.745,-0.497,299.436,40.477852,12.234,0,0
0.988,19.94752741,7.98e-05,-7.98e-05,144.2469,0.00351,-0.00351,0.094,0.357,-0.094,1.756,0.121,-0.121,861.0,65.5,-65.5,2.52,0.57,-0.2,625.0,36.14,24.06,-9.0,16.0,1.0,5749.0,153.0,-170.0,4.547,0.04,-0.16,0.864,0.194,-0.069,288.95551,44.7057,15.999,1,1
0.0,350.34114,0.0171,-0.0171,184.81,0.0195,-0.0195,0.01,0.504,-0.01,16.97,1.1,-1.1,1360.0,98.8,-98.8,2.5,0.33,-0.19,202.0,0.39,0.18,-0.09,16.4,1.0,5188.0,153.0,-153.0,4.642,0.033,-0.083,0.69,0.093,-0.053,291.75497,47.549332,15.901,0,0
0.993,1.475323222,4.39e-06,-4.39e-06,131.83272,0.00257,-0.00257,0.136,0.339,-0.136,2.3155,0.0735,-0.0735,155.0,6.5,-6.5,5.88,0.85,-1.97,2740.0,13331.51,4802.54,-7977.74,27.2,3.0,4941.0,49.0,-118.0,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604,1,2
1.0,42.4729078,0.000369,-0.000369,146.28712,0.0076,-0.0076,0.361,0.11,-0.361,7.253,0.214,-0.214,334.0,15.5,-15.5,2.03,0.29,-0.29,539.0,19.93,7.6,-6.1,22.8,3.0,5616.0,76.0,-76.0,4.327,0.132,-0.108,1.111,0.16,-0.16,289.86157,43.472771,14.601,1,2
0.007,0.812678859,4.14e-06,-4.14e-06,132.20817,0.00413,-0.00413,0.664,0.105,-0.519,0.841,0.192,-0.192,39.3,7.5,-7.5,0.83,0.27,-0.09,2403.0,7917.14,7293.49,-2401.06,7.4,1.0,6636.0,161.0,-221.0,4.349,0.065,-0.195,1.236,0.397,-0.132,287.89935,45.417488,13.513,0,0
1.0,18.6848377,5.27e-05,-5.27e-05,136.14587,0.00229,-0.00229,0.405,0.073,-0.405,3.7965,0.0859,-0.0859,1250.0,32.0,-32.0,1.93,0.11,-0.11,402.0,6.16,1.26,-1.13,41.2,1.0,4156.0,83.0,-91.0,4.712,0.027,-0.03,0.545,0.03,-0.03,299.26804,45.227428,15.434,1,2
0.0,1.710299164,8.5e-08,-8.5e-08,131.6153344,4.09e-05,-4.09e-05,0.878,0.015,-0.017,3.92227,0.00115,-0.00115,157000.0,30.2,-30.2,57.97,7.6,-6.86,1638.0,1700.05,590.66,-450.76,2291.1,1.0,6082.0,79.0,-85.0,4.385,0.11,-0.11,1.006,0.132,-0.119,292.71802,41.922459,10.154,0,0
0.0,11.37444271,1.24e-06,-1.24e-06,142.4558524,8.35e-05,-8.35e-05,0.978,0.362,-0.008,2.30694,0.00289,-0.00289,27900.0,31.4,-31.4,22.86,3.45,-2.01,687.0,52.84,25.96,-13.43,643.6,1.0,5297.0,159.0,-143.0,4.546,0.052,-0.097,0.808,0.122,-0.071,296.32794,46.83963,14.585,1,1
0.0,367.07446,0.0195,-0.0195,182.838,0.0414,-0.0414,0.093,0.371,-0.093,5.887,0.989,-0.989,368.0,70.9,-70.9,2.15,0.71,-0.24,287.0,1.59,1.55,-0.48,6.6,1.0,6315.0,168.0,-205.0,4.407,0.067,-0.216,1.116,0.37,-0.123,294.15775,49.614971,14.666,1,1
0.0,2.559236603,3.04e-06,-3.04e-06,132.263863,0.000991,-0.000991,1.251,6.99,-0.534,1.6706,0.0535,-0.0535,11300.0,301.0,-301.0,37.66,11.6,-3.88,1296.0,665.95,600.96,-191.43,45.7,1.0,5955.0,160.0,-178.0,4.534,0.038,-0.212,0.883,0.272,-0.091,295.07114,46.68782,14.752,0,0
0.0,1.012694226,2.67e-06,-2.67e-06,132.44896,0.00266,-0.00266,0.534,0.026,-0.02,3.6017,0.0442,-0.0442,109000.0,804.0,-804.0,42.51,13.1,-7.07,2230.0,5846.79,5323.56,-2373.79,185.1,1.0,6487.0,181.0,-250.0,4.292,0.128,-0.192,1.233,0.38,-0.205,289.94028,44.225719,14.713,0,0
0.0,2.15681538,1.72e-05,-1.72e-05,133.27151,0.00712,-0.00712,0.615,0.331,-0.385,5.115,0.251,-0.251,107.0,5.7,-5.7,1.06,0.32,-0.14,1473.0,1114.9,991.14,-381.29,22.6,1.0,6084.0,169.0,-212.0,4.45,0.07,-0.21,0.983,0.296,-0.127,297.81674,43.440411,14.758,0,0
0.88,5.11683678,7.95e-05,-7.95e-05,133.9134,0.0131,-0.0131,0.286,0.16,-0.286,3.119,0.399,-0.399,161.0,20.8,-20.8,1.16,0.36,-0.12,1039.0,275.15,257.67,-82.77,9.2,1.0,5955.0,188.0,-208.0,4.52,0.05,-0.212,0.91,0.28,-0.093,295.73334,38.792011,15.221,1,1
0.0,20.7191626,0.000187,-0.000187,143.30626,0.0076,-0.0076,0.016,0.442,-0.016,3.912,0.206,-0.206,184.0,17.6,-17.6,1.85,0.28,-0.39,790.0,92.2,39.6,-38.9,8.9,1.0,5837.0,105.0,-105.0,4.143,0.195,-0.105,1.366,0.21,-0.289,281.27295,47.774399,11.413,0,0
0.0,0.62927655,7.62e-07,-7.62e-07,132.015321,0.000968,-0.000968,0.98,0.033,-0.681,0.9698,0.063,-0.063,840.0,37.5,-37.5,4.64,1.28,-0.75,2102.0,4624.3,4177.73,-1858.39,30.9,1.0,5628.0,225.0,-225.0,4.388,0.153,-0.187,0.976,0.269,-0.157,285.41,39.52837,14.027,0,0
0.999,7.11373257,1.28e-05,-1.28e-05,174.32351,0.00143,-0.00143,0.334,0.117,-0.334,2.1764,0.0496,-0.0496,808.0,20.5,-20.5,1.16,0.13,-0.17,429.0,8.01,2.66,-2.73,44.4,1.0,3561.0,71.0,-89.0,4.855,0.055,-0.055,0.411,0.045,-0.06,296.98505,43.65852,15.234,1,2
0.992,5.25449393,5.61e-05,-5.61e-05,132.55624,0.00796,-0.00796,0.837,0.108,-0.597,3.078,0.197,-0.197,169.0,14.6,-14.6,1.41,0.38,-0.11,975.0,213.25,170.17,-56.37,12.6,2.0,5550.0,166.0,-183.0,4.5,0.046,-0.184,0.954,0.252,-0.079,288.32791,47.381592,15.342,1,1
1.0,3.98916186,2.03e-05,-2.03e-05,132.21377,0.00374,-0.00374,0.08,0.378,-0.08,1.913,0.153,-0.153,318.0,24.9,-24.9,28.1,1.82,-10.3,3293.0,27838.74,5063.14,-19003.35,16.3,1.0,4998.0,52.0,-281.0,2.524,0.03,-0.03,16.187,1.05,-5.949,287.33041,41.974899,13.56,1,1
0.0,2.027383251,8.47e-07,-8.47e-07,131.686117,0.000341,-0.000341,1.248,6.055,-0.053,1.5528,0.0185,-0.0185,3860.0,32.6,-32.6,31.12,8.28,-4.84,1352.0,791.38,653.61,-291.52,126.1,1.0,5544.0,183.0,-166.0,4.435,0.158,-0.228,0.875,0.233,-0.136,294.45444,43.500511,15.476,0,0
1.0,0.524175803,8.2e-07,-8.2e-07,131.60105,0.00133,-0.00133,0.318,0.133,-0.318,0.7648,0.0565,-0.0565,237.0,13.9,-13.9,1.27,0.12,-0.05,1891.0,3049.23,835.7,-389.42,22.4,1.0,5278.0,73.0,-84.0,4.576,0.015,-0.09,0.815,0.08,-0.029,285.33154,41.063911,15.04,1,1
0.0,8.56751264,7.41e-05,-7.41e-05,136.06104,0.00772,-0.00772,1.182,34.24,-0.901,5.449,0.366,-0.366,348.0,23.2,-23.2,23.05,8.01,-2.67,972.0,210.83,221.93,-69.74,17.9,1.0,6212.0,194.0,-237.0,4.42,0.07,-0.21,1.054,0.366,-0.122,299.52237,40.611252,14.943,0,0
1.0,4.09578199,2e-05,-2e-05,131.61992,0.00429,-0.00429,0.752,0.029,-0.539,1.704,0.12,-0.12,406.0,37.4,-37.4,1.64,0.12,-0.13,851.0,124.3,36.62,-29.87,11.9,1.0,4791.0,143.0,-129.0,4.577,0.045,-0.036,0.742,0.054,-0.059,292.03348,37.974548,15.958,1,1
0.988,14.8638496,0.000116,-0.000116,142.95729,0.0062,-0.0062,1.006,0.075,-0.73,2.705,0.317,-0.317,221.0,21.3,-21.3,2.9,0.31,-0.32,620.0,35.04,13.49,-10.43,12.3,1.0,5159.0,153.0,-153.0,4.508,0.093,-0.085,0.8,0.088,-0.088,280.70853,47.32806,13.752,1,1
0.999,20.7057153,0.00076,-0.00076,139.9803,0.0222,-0.0222,0.922,0.046,-0.651,9.678,0.577,-0.577,116.0,9.9,-9.9,3.22,0.56,-1.04,967.0,206.73,95.46,-116.73,13.5,1.0,5668.0,85.0,-76.0,3.792,0.255,-0.102,2.437,0.423,-0.785,298.11887,40.37505,14.276,1,2
0.0,277.25118,0.0127,-0.0127,400.0395,0.0322,-0.0322,0.932,0.029,-0.642,8.742,0.49,-0.49,1520.0,97.9,-97.9,5.02,1.36,-0.91,304.0,2.02,1.61,-0.81,15.3,1.0,6046.0,164.0,-164.0,4.357,0.136,-0.187,1.048,0.285,-0.19,284.74127,48.34367,12.349,1,1
0.0,8.55935323,7.46e-05,-7.46e-05,137.22854,0.00696,-0.00696,0.744,0.222,-0.523,4.303,0.221,-0.221,149.0,8.7,-8.7,1.21,0.32,-0.14,921.0,169.77,129.38,-53.18,20.4,1.0,6115.0,164.0,-182.0,4.462,0.084,-0.182,0.919,0.238,-0.11,287.12234,42.70694,14.538,0,0
0.0,15.44428875,2.57e-05,-2.57e-05,138.1678,0.0015,-0.0015,1.275,6.948,-0.03,2.0791,0.0607,-0.0607,3600.0,93.0,-93.0,37.58,11.1,-3.45,731.0,67.39,60.17,-19.75,44.9,1.0,5895.0,182.0,-223.0,4.489,0.036,-0.204,0.991,0.292,-0.091,299.6517,40.545681,15.838,0,0
0.0,1.135930136,3.23e-07,-3.23e-07,132.396556,0.000264,-0.000264,1.282,0.12,-0.084,4.5036,0.0109,-0.0109,27200.0,58.1,-58.1,52.05,15.8,-5.29,1836.0,2683.57,2486.11,-834.54,551.7,1.0,6247.0,198.0,-242.0,4.489,0.052,-0.208,0.954,0.29,-0.097,292.80579,44.23605,15.524,0,0
0.0,1.525924389,3.86e-07,-3.86e-07,355.479571,0.000181,-0.000181,1.217,0.147,-0.089,3.15998,0.00992,-0.00992,24600.0,70.4,-70.4,49.86,17.2,-6.91,1722.0,2072.8,2170.29,-776.23,423.9,1.0,6203.0,194.0,-259.0,4.427,0.072,-0.217,1.06,0.366,-0.147,295.32077,40.187359,15.063,0,0
1.0,4.76831033,1.91e-05,-1.91e-05,134.86116,0.00447,-0.00447,0.191,0.272,-0.191,3.2363,0.0683,-0.0683,252.0,8.2,-8.2,1.78,0.6,-0.26,1219.0,522.81,532.02,-199.71,35.4,1.0,6237.0,194.0,-259.0,4.374,0.09,-0.21,1.116,0.375,-0.161,287.0863,46.945808,14.083,1,2
0.45,421.4284819,2.88e-05,-2.88e-05,262.2889053,5.4e-05,-5.4e-05,0.356,0.002,-0.003,8.60447,0.00444,-0.00444,96700.0,38.0,-38.0,54.16,15.2,-18.6,335.0,2.97,2.55,-1.88,3162.0,1.0,6235.0,199.0,-243.0,4.034,0.336,-0.144,1.708,0.48,-0.586,284.2572,45.118668,13.769,0,0
1.0,9.84262076,3.53e-05,-3.53e-05,134.02155,0.0031,-0.0031,0.234,0.227,-0.234,1.6018,0.0873,-0.0873,626.0,43.4,-43.4,2.41,0.58,-0.21,801.0,97.62,72.68,-26.89,16.8,1.0,5585.0,175.0,-194.0,4.49,0.044,-0.176,0.972,0.235,-0.084,296.5105,39.173321,15.308,1,1
0.0,1.50650036,1.76e-05,-1.76e-05,132.9895,0.0121,-0.0121,0.684,0.288,-0.45,2.762,0.285,-0.285,45.4,3.7,-3.7,0.81,0.25,-0.14,1809.0,2520.53,2340.16,-989.86,15.0,1.0,6201.0,175.0,-197.0,4.336,0.132,-0.198,1.126,0.353,-0.19,293.79514,45.098499,13.912,0,0
